# Nombre de tâches (n)
100

# Nombre d'étapes (s)
15

# Ressources maximales par étape (soudeurs qualifiés, soudeurs ordinaires, robots)
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4
2 2 4

# Temps de traitement (tâche, étape): (temps soudeur qualifié, temps soudeur ordinaire)
# Tâche 0
(11, 6) (15, 8) (17, 9) (8, 3) (13, 7) (9, 4) (12, 7) (10, 5) (16, 8) (14, 7) (8, 2) (6, 1) (7, 2) (9, 1) (5, 2)
# Tâche 1
(13, 2) (10, 1) (9, 2) (7, 1) (11, 2) (15, 3) (8, 1) (12, 2) (6, 1) (14, 1) (7, 3) (12, 7) (9, 5) (14, 8) (6, 4)
# Tâche 2
(14, 1) (8, 2) (11, 1) (9, 2) (12, 1) (7, 2) (15, 3) (8, 1) (10, 2) (6, 1) (9, 4) (11, 7) (13, 8) (6, 3) (10, 6)
# Tâche 3
(10, 1) (7, 2) (12, 1) (8, 2) (9, 1) (13, 2) (11, 3) (7, 1) (15, 2) (8, 2) (12, 5) (14, 8) (11, 6) (13, 7) (7, 3)
# Tâche 4
(6, 2) (9, 1) (10, 2) (5, 1) (8, 2) (15, 1) (8, 2) (10, 1) (12, 3) (11, 1) (15, 7) (10, 5) (8, 3) (11, 6) (14, 9)
# Tâche 5
(7, 1) (11, 2) (6, 1) (10, 2) (9, 1) (8, 1) (12, 3) (14, 2) (7, 1) (15, 1) (10, 5) (13, 8) (7, 3) (12, 7) (9, 4)
# Tâche 6
(8, 2) (12, 1) (9, 2) (6, 1) (11, 2) (6, 2) (10, 1) (13, 3) (8, 1) (14, 1) (13, 6) (9, 4) (11, 7) (15, 9) (7, 3)
# Tâche 7
(9, 1) (10, 2) (13, 1) (7, 2) (12, 1) (9, 1) (15, 3) (11, 2) (6, 1) (14, 2) (11, 6) (8, 3) (10, 5) (14, 8) (6, 2)
# Tâche 8
(7, 2) (13, 1) (8, 2) (11, 1) (9, 2) (10, 2) (14, 1) (8, 3) (12, 1) (6, 1) (14, 7) (9, 4) (12, 6) (7, 3) (10, 5)
# Tâche 9
(10, 1) (6, 2) (11, 1) (13, 2) (8, 1) (11, 1) (13, 3) (9, 2) (15, 1) (6, 1) (12, 6) (7, 3) (14, 8) (10, 5) (9, 4)
# Tâche 10
(8, 1) (12, 3) (14, 2) (7, 1) (9, 3) (11, 2) (15, 1) (6, 2) (10, 3) (13, 1) (11, 6) (15, 8) (17, 9) (8, 3) (13, 7)
# Tâche 11
(14, 7) (10, 5) (7, 2) (12, 8) (9, 4) (16, 9) (6, 3) (11, 6) (8, 4) (13, 7) (8, 2) (6, 1) (7, 2) (9, 1) (5, 2)
# Tâche 12
(6, 2) (10, 1) (13, 3) (8, 1) (11, 2) (15, 1) (7, 3) (9, 1) (12, 2) (14, 1) (13, 2) (10, 1) (9, 2) (7, 1) (11, 2)
# Tâche 13
(12, 7) (8, 4) (11, 6) (15, 9) (7, 2) (10, 5) (14, 8) (6, 3) (9, 5) (13, 7) (7, 3) (12, 7) (9, 5) (14, 8) (6, 4)
# Tâche 14
(9, 1) (15, 3) (11, 2) (6, 1) (13, 3) (7, 1) (10, 2) (12, 1) (8, 3) (14, 2) (14, 1) (8, 2) (11, 1) (9, 2) (12, 1)
# Tâche 15
(7, 3) (11, 6) (14, 9) (9, 4) (13, 7) (8, 2) (12, 5) (10, 3) (16, 10) (6, 1) (9, 4) (11, 7) (13, 8) (6, 3) (10, 6)
# Tâche 16
(10, 2) (14, 1) (8, 3) (12, 1) (7, 2) (11, 1) (13, 3) (9, 1) (15, 2) (6, 1) (10, 1) (7, 2) (12, 1) (8, 2) (9, 1)
# Tâche 17
(16, 8) (9, 4) (7, 2) (11, 6) (13, 7) (6, 3) (10, 5) (14, 9) (8, 4) (12, 7) (12, 5) (14, 8) (11, 6) (13, 7) (7, 3)
# Tâche 18
(11, 1) (13, 3) (9, 2) (15, 1) (8, 3) (10, 2) (12, 1) (7, 3) (14, 2) (6, 1) (6, 2) (9, 1) (10, 2) (5, 1) (8, 2)
# Tâche 19
(8, 4) (10, 6) (12, 8) (6, 3) (14, 9) (9, 5) (7, 2) (11, 7) (15, 10) (13, 8) (15, 7) (10, 5) (8, 3) (11, 6) (14, 9)
# Tâche 20
(11, 2) (15, 1) (6, 2) (10, 3) (13, 1) (8, 1) (12, 3) (14, 2) (7, 1) (15, 1) (7, 1) (11, 2) (6, 1) (10, 2) (9, 1)
# Tâche 21
(16, 9) (6, 3) (11, 6) (8, 4) (13, 7) (10, 5) (13, 8) (7, 3) (12, 7) (9, 4) (8, 2) (12, 1) (9, 2) (6, 1) (11, 2)
# Tâche 22
(15, 1) (7, 3) (9, 1) (12, 2) (14, 1) (13, 6) (9, 4) (11, 7) (15, 9) (7, 3) (9, 1) (10, 2) (13, 1) (7, 2) (12, 1)
# Tâche 23
(10, 5) (14, 8) (6, 3) (9, 5) (13, 7) (11, 6) (8, 3) (10, 5) (14, 8) (6, 2) (11, 6) (8, 3) (10, 5) (14, 8) (6, 2)
# Tâche 24
(7, 1) (10, 2) (12, 1) (8, 3) (14, 2) (7, 2) (13, 1) (8, 2) (11, 1) (9, 2) (7, 2) (13, 1) (8, 2) (11, 1) (9, 2)
# Tâche 25
(12, 5) (10, 3) (16, 10) (6, 1) (14, 8) (17, 8) (10, 4) (8, 2) (12, 6) (7, 3) (14, 7) (9, 4) (12, 6) (7, 3) (10, 5)
# Tâche 26
(11, 1) (13, 3) (9, 1) (15, 2) (6, 1) (10, 1) (6, 2) (11, 1) (13, 2) (8, 1) (10, 1) (6, 2) (11, 1) (13, 2) (8, 1)
# Tâche 27
(6, 3) (10, 5) (14, 9) (8, 4) (12, 7) (12, 5) (14, 8) (11, 6) (13, 7) (7, 3) (12, 5) (14, 8) (11, 6) (13, 7) (7, 3)
